ticker,date,price,volume,daily_return
CECZ,2010-12-20,0.602,72021,-0.0016583747927031434
CECZ,2010-12-21,0.608,125000,0.009966777408637828
CECZ,2010-12-22,0.611,302880,0.004934210526315708
CECZ,2010-12-23,0.61,352702,-0.0016366612111292644
CECZ,2010-12-24,0.61,500949,0.0
CECZ,2010-12-27,0.61,21603,0.0
CECZ,2010-12-28,0.61,383084,0.0
CECZ,2010-12-29,0.611,228576,0.0016393442622950616
CECZ,2010-12-30,0.615,168832,0.00654664484451728
CECZ,2010-12-31,0.615,0,0.0
CECZ,2011-01-03,0.615,0,0.0
CECZ,2011-01-04,0.618,111068,0.004878048780487809
CECZ,2011-01-05,0.615,16810,-0.004854368932038833
CECZ,2011-01-06,0.615,23260,0.0
CECZ,2011-01-07,0.615,28134,0.0
CECZ,2011-01-10,0.616,72189,0.001626016260162677
CECZ,2011-01-11,0.616,20034,0.0
CECZ,2011-01-13,0.616,325984,0.0
CECZ,2011-01-14,0.617,13825,0.0016233766233766378
CECZ,2011-01-17,0.618,51200,0.0016207455429497752
CECZ,2011-01-18,0.618,26651,0.0
CECZ,2011-01-19,0.618,30744,0.0
CECZ,2011-01-20,0.62,119769,0.003236245954692629
CECZ,2011-01-21,0.621,19000,0.001612903225806539
CECZ,2011-01-24,0.64,3586,0.030595813204508993
CECZ,2011-01-25,0.631,21018,-0.014062499999999978
CECZ,2011-01-26,0.633,24671,0.0031695721077653616
CECZ,2011-01-27,0.63,5355,-0.004739336492891044
CECZ,2011-01-28,0.64,408118,0.015873015873015817
CECZ,2011-01-31,0.635,320213,-0.0078125
CECZ,2011-02-01,0.635,664505,0.0
CECZ,2011-02-02,0.635,0,0.0
CECZ,2011-02-03,0.635,3500,0.0
CECZ,2011-02-04,0.64,63103,0.007874015748031482
CECZ,2011-02-07,0.64,10000,0.0
CECZ,2011-02-08,0.64,45628,0.0
CECZ,2011-02-09,0.644,4710,0.006250000000000089
CECZ,2011-02-10,0.651,55290,0.010869565217391353
CECZ,2011-02-11,0.651,0,0.0
CECZ,2011-02-14,0.67,1736,0.029185867895545448
CECZ,2011-02-15,0.67,16606,0.0
CECZ,2011-02-16,0.664,26318,-0.008955223880596996
CECZ,2011-02-17,0.672,35417,0.012048192771084265
CECZ,2011-02-18,0.672,0,0.0
CECZ,2011-02-21,0.67,5000,-0.0029761904761904656
CECZ,2011-02-22,0.681,10000,0.016417910447761308
CECZ,2011-02-23,0.68,10000,-0.001468428781204123
CECZ,2011-02-24,0.682,4452,0.002941176470588225
CECZ,2011-02-25,0.682,3000,0.0
CECZ,2011-02-28,0.682,0,0.0
CECZ,2011-03-01,0.695,9000,0.01906158357771237
CECZ,2011-03-02,0.7,15889,0.007194244604316502
CECZ,2011-03-03,0.71,197136,0.014285714285714235
CECZ,2011-03-04,0.712,368967,0.0028169014084507005
CECZ,2011-03-07,0.712,399235,0.0
CECZ,2011-03-09,0.698,60,-0.0196629213483146
CECZ,2011-03-10,0.695,49004,-0.004297994269340966
CECZ,2011-03-11,0.68,161793,-0.021582733812949506
CECZ,2011-03-14,0.68,802288,0.0
CECZ,2011-03-15,0.68,255808,0.0
CECZ,2011-03-16,0.68,185692,0.0
CECZ,2011-03-17,0.689,273350,0.013235294117647012
CECZ,2011-03-18,0.687,5707,-0.002902757619738572
CECZ,2011-03-21,0.681,180592,-0.008733624454148492
CECZ,2011-03-22,0.68,56646,-0.001468428781204123
CECZ,2011-03-23,0.681,6836,0.0014705882352941124
CECZ,2011-03-24,0.68,15409,-0.001468428781204123
CECZ,2011-03-25,0.69,1404077,0.014705882352941124
CECZ,2011-03-28,0.69,161615,0.0
CECZ,2011-03-29,0.67,5748972,-0.02898550724637672
CECZ,2011-03-30,0.671,324910,0.0014925373134329067
CECZ,2011-03-31,0.671,10000,0.0
CECZ,2011-04-01,0.679,16755,0.011922503725782407
CECZ,2011-04-04,0.698,2221,0.027982326951399017
CECZ,2011-04-05,0.7,7067,0.002865329512893977
CECZ,2011-04-06,0.7,2376531,0.0
CECZ,2011-04-07,0.699,4503,-0.0014285714285714457
CECZ,2011-04-08,0.699,72395,0.0
CECZ,2011-04-11,0.681,106299,-0.025751072961373245
CECZ,2011-04-12,0.68,648923,-0.001468428781204123
CECZ,2011-04-13,0.68,186391,0.0
CECZ,2011-04-14,0.69,24188,0.014705882352941124
CECZ,2011-04-15,0.695,21597,0.007246376811594235
CECZ,2011-04-18,0.68,332008,-0.021582733812949506
CECZ,2011-04-19,0.69,9798,0.014705882352941124
CECZ,2011-04-20,0.685,59561,-0.007246376811594013
CECZ,2011-04-21,0.688,3069,0.004379562043795415
CECZ,2011-04-26,0.685,34166,-0.0043604651162789665
CECZ,2011-04-27,0.685,58681,0.0
CECZ,2011-04-28,0.68,37691,-0.007299270072992692
CECZ,2011-04-29,0.68,2175,0.0
CECZ,2011-05-03,0.68,185910,0.0
CECZ,2011-05-04,0.68,68112,0.0
CECZ,2011-05-05,0.689,719322,0.013235294117647012
CECZ,2011-05-06,0.689,0,0.0
CECZ,2011-05-09,0.685,29524,-0.005805515239477366
CECZ,2011-05-10,0.699,511754,0.020437956204379493
CECZ,2011-05-11,0.681,43858,-0.025751072961373245
CECZ,2011-05-12,0.695,287169,0.0205580029368575
CECZ,2011-05-13,0.695,0,0.0
CECZ,2011-05-16,0.699,170742,0.0057553956834532904
CECZ,2011-05-17,0.69,12300,-0.012875536480686733
CECZ,2011-05-19,0.698,326540,0.011594202898550732
CECZ,2011-05-20,0.69,6130,-0.011461318051575908
CECZ,2011-05-23,0.695,19410,0.007246376811594235
CECZ,2011-05-24,0.692,89989,-0.004316546762589968
CECZ,2011-05-26,0.698,115911,0.00867052023121384
CECZ,2011-05-27,0.698,0,0.0
CECZ,2011-05-30,0.699,791848,0.0014326647564470996
CECZ,2011-05-31,0.699,273227,0.0
CECZ,2011-06-01,0.691,2278,-0.011444921316165924
CECZ,2011-06-02,0.7,30547,0.013024602026049159
CECZ,2011-06-03,0.7,29000,0.0
CECZ,2011-06-06,0.7,49993,0.0
CECZ,2011-06-07,0.7,654,0.0
CECZ,2011-06-08,0.7,236288,0.0
CECZ,2011-06-09,0.7,0,0.0
CECZ,2011-06-10,0.699,41100,-0.0014285714285714457
CECZ,2011-06-13,0.699,355157,0.0
CECZ,2011-06-14,0.7,50036,0.0014306151645206988
CECZ,2011-06-15,0.7,1370,0.0
CECZ,2011-06-16,0.7,1250591,0.0
CECZ,2011-06-17,0.7,273965,0.0
CECZ,2011-06-20,0.7,0,0.0
CECZ,2011-06-21,0.7,127241,0.0
CECZ,2011-06-22,0.701,577500,0.0014285714285713347
CECZ,2011-06-23,0.7,231746,-0.0014265335235378318
CECZ,2011-06-24,0.701,5383,0.0014285714285713347
CECZ,2011-06-28,0.701,3345,0.0
CECZ,2011-06-29,0.7,2500,-0.0014265335235378318
CECZ,2011-06-30,0.7,420610,0.0
CECZ,2011-07-01,0.7,5000,0.0
CECZ,2011-07-06,0.699,6415,-0.0014285714285714457
CECZ,2011-07-07,0.699,0,0.0
CECZ,2011-07-08,0.7,5917,0.0014306151645206988
CECZ,2011-07-11,0.701,2185,0.0014285714285713347
CECZ,2011-07-12,0.7,108317,-0.0014265335235378318
CECZ,2011-07-13,0.703,21473,0.004285714285714226
CECZ,2011-07-14,0.705,14893,0.002844950213371167
CECZ,2011-07-15,0.704,4306,-0.0014184397163120588
CECZ,2011-07-18,0.704,7025,0.0
CECZ,2011-07-19,0.7,31834,-0.005681818181818232
CECZ,2011-07-20,0.7,39639,0.0
CECZ,2011-07-21,0.7,1428,0.0
CECZ,2011-07-22,0.7,10000,0.0
CECZ,2011-07-25,0.681,14400,-0.027142857142857024
CECZ,2011-07-26,0.699,3289,0.02643171806167377
CECZ,2011-07-27,0.696,29333,-0.0042918454935622075
CECZ,2011-07-28,0.69,2700,-0.008620689655172376
CECZ,2011-07-29,0.696,38909,0.008695652173912993
CECZ,2011-08-02,0.696,4121,0.0
CECZ,2011-08-03,0.694,1617,-0.002873563218390829
CECZ,2011-08-04,0.693,31589,-0.0014409221902017544
CECZ,2011-08-05,0.691,143465,-0.0028860028860029363
CECZ,2011-08-08,0.69,28908,-0.0014471780028944004
CECZ,2011-08-09,0.69,74840,0.0
CECZ,2011-08-10,0.69,47191,0.0
CECZ,2011-08-11,0.689,39807,-0.0014492753623188692
CECZ,2011-08-12,0.7,704,0.0159651669085632
CECZ,2011-08-15,0.699,6287,-0.0014285714285714457
CECZ,2011-08-16,0.7,8852,0.0014306151645206988
CECZ,2011-08-17,0.691,52648,-0.0128571428571429
CECZ,2011-08-18,0.699,2914,0.011577424023154759
CECZ,2011-08-19,0.699,1062,0.0
CECZ,2011-08-22,0.699,2430,0.0
CECZ,2011-08-23,0.698,4243,-0.0014306151645206988
CECZ,2011-08-24,0.697,7145,-0.0014326647564469885
CECZ,2011-08-25,0.699,24979,0.0028694404591105283
CECZ,2011-08-26,0.7,41446,0.0014306151645206988
CECZ,2011-08-29,0.705,11211,0.0071428571428571175
CECZ,2011-08-30,0.704,27555,-0.0014184397163120588
CECZ,2011-08-31,0.701,43517,-0.0042613636363636465
CECZ,2011-09-01,0.704,13638,0.004279600570613384
CECZ,2011-09-02,0.74,12081,0.05113636363636376
CECZ,2011-09-05,0.71,1158,-0.04054054054054057
CECZ,2011-09-06,0.71,0,0.0
CECZ,2011-09-07,0.715,202,0.007042253521126751
CECZ,2011-09-08,0.715,0,0.0
CECZ,2011-09-09,0.714,216481,-0.0013986013986013734
CECZ,2011-09-12,0.715,104861,0.0014005602240896309
