index_date,luse_index
2021-03-08,3970.9
2021-03-09,3967.08
2021-03-10,3968.0
2021-03-11,3949.0
2021-03-12,3949.0
2021-03-13,3949.0
2021-03-14,3949.0
2021-03-15,3955.65
2021-03-16,3955.65
2021-03-17,3974.75
2021-03-18,3974.75
2021-03-19,3974.75
2021-03-20,3974.75
2021-03-21,3974.75
2021-03-22,3974.75
2021-03-23,3974.75
2021-03-24,3974.75
2021-03-25,3974.75
2021-03-26,4021.07
2021-03-27,4021.07
2021-03-28,4021.07
2021-03-29,4021.07
2021-03-30,4021.07
2021-03-31,4021.07
2021-04-01,4021.07
2021-04-02,4021.07
2021-04-03,4021.07
2021-04-04,4021.07
2021-04-05,4021.07
2021-04-06,4021.07
2021-04-07,4021.53
2021-04-08,4021.53
2021-04-09,4025.25
2021-04-10,4025.25
2021-04-11,4025.25
2021-04-12,4021.53
2021-04-13,4043.3
2021-04-14,3996.33
2021-04-15,4038.71
2021-04-16,3953.06
2021-04-17,3953.06
2021-04-18,3953.06
2021-04-19,4052.29
2021-04-20,4050.57
2021-04-21,4069.19
2021-04-22,4076.64
2021-04-23,4089.24
2021-04-24,4089.24
2021-04-25,4089.24
2021-04-26,4113.54
2021-04-27,4113.54
2021-04-28,4079.47
2021-04-29,4109.26
2021-04-30,4109.31
2021-05-01,4109.31
2021-05-02,4109.31
2021-05-03,4109.31
2021-05-04,4109.53
2021-05-05,4137.3
2021-05-06,4137.3
2021-05-07,4131.4
2021-05-08,4131.4
2021-05-09,4131.4
2021-05-10,4140.66
2021-05-11,4140.66
2021-05-12,4140.66
2021-05-13,4140.66
2021-05-14,4218.25
2021-05-15,4218.25
2021-05-16,4218.25
2021-05-17,4169.35
2021-05-18,4168.62
2021-05-19,4168.62
2021-05-20,4168.62
2021-05-21,4168.62
2021-05-22,4168.62
2021-05-23,4168.62
2021-05-24,4168.62
2021-05-25,4168.62
2021-05-26,4205.29
2021-05-27,4246.55
2021-05-28,4155.21
2021-05-29,4155.21
2021-05-30,4155.21
2021-05-31,4246.55
2021-06-01,4246.55
2021-06-02,4292.98
2021-06-03,4296.7
2021-06-04,4292.98
2021-06-05,4292.98
2021-06-06,4292.98
2021-06-07,4292.98
2021-06-08,4292.98
2021-06-09,4292.98
2021-06-10,4264.12
2021-06-11,4267.84
2021-06-12,4267.84
2021-06-13,4267.84
2021-06-14,4323.7
2021-06-15,4381.74
2021-06-16,4381.74
2021-06-17,4386.35
2021-06-18,4386.35
2021-06-19,4386.35
2021-06-20,4386.35
2021-06-21,4443.65
2021-06-22,4399.64
2021-06-23,4401.47
2021-06-24,4451.44
2021-06-25,4424.92
2021-06-26,4424.92
2021-06-27,4424.92
2021-06-28,4474.55
2021-06-29,4619.8
2021-06-30,4611.79
2021-07-01,4611.38
2021-07-02,4611.38
2021-07-03,4611.38
2021-07-04,4611.38
2021-07-05,4611.38
2021-07-06,4611.38
2021-07-07,4611.38
2021-07-08,4664.45
2021-07-09,4782.58
2021-07-10,4782.58
2021-07-11,4782.58
2021-07-12,4782.58
2021-07-13,4787.39
2021-07-14,4638.75
2021-07-15,4638.75
2021-07-16,4638.75
2021-07-17,4638.75
2021-07-18,4638.75
2021-07-19,4638.29
2021-07-20,4638.29
2021-07-21,4638.29
2021-07-22,4645.74
2021-07-23,4638.29
2021-07-24,4638.29
2021-07-25,4638.29
2021-07-26,4637.83
2021-07-27,4634.01
2021-07-28,4634.01
2021-07-29,4624.08
2021-07-30,4682.42
2021-07-31,4682.42
2021-08-01,4682.42
2021-08-02,4682.42
2021-08-03,4682.42
2021-08-04,4605.57
2021-08-05,4623.82
2021-08-06,4623.82
2021-08-07,4605.57
2021-08-08,4605.57
2021-08-09,4659.49
2021-08-10,4662.8
2021-08-11,4662.8
2021-08-12,4662.8
2021-08-13,4662.8
2021-08-14,4662.8
2021-08-15,4662.8
2021-08-16,4662.8
2021-08-17,4679.64
2021-08-18,4621.01
2021-08-19,4649.43
2021-08-20,4645.61
2021-08-21,4645.61
2021-08-22,4645.61
2021-08-23,4645.12
2021-08-24,4645.12
2021-08-25,4645.12
2021-08-26,4645.12
2021-08-27,4647.11
2021-08-28,4647.11
2021-08-29,4647.11
2021-08-30,4647.11
2021-08-31,4713.13
2021-09-01,4796.69
2021-09-02,4800.0
2021-09-03,4802.81
2021-09-04,4802.81
2021-09-05,4802.81
2021-09-06,4802.81
2021-09-07,4790.43
2021-09-08,4763.69
2021-09-09,4763.52
2021-09-10,4763.52
2021-09-11,4763.52
2021-09-12,4763.52
2021-09-13,4704.41
2021-09-14,4746.58
2021-09-15,4746.58
2021-09-16,4739.33
2021-09-17,4746.58
2021-09-18,4746.58
2021-09-19,4746.58
2021-09-20,4876.92
2021-09-21,4895.54
2021-09-22,4895.54
2021-09-23,4895.54
2021-09-24,4895.54
2021-09-25,4895.54
2021-09-26,4895.54
2021-09-27,4895.54
2021-09-28,4925.33
2021-09-29,4951.4
2021-09-30,4932.59
2021-10-01,4932.59
2021-10-02,4932.59
2021-10-03,4932.59
2021-10-04,4978.43
2021-10-05,4978.43
2021-10-06,4978.43
2021-10-07,4978.43
2021-10-08,4978.43
2021-10-09,4978.43
2021-10-10,4978.43
2021-10-11,4978.71
2021-10-12,4979.4
2021-10-13,4996.08
2021-10-14,4996.08
2021-10-15,4996.13
2021-10-16,4996.13
2021-10-17,4996.13
2021-10-18,4996.13
2021-10-19,4996.13
2021-10-20,4885.34
2021-10-21,4899.78
2021-10-22,4832.46
2021-10-23,4832.46
2021-10-24,4832.46
2021-10-25,4832.46
2021-10-26,4832.46
2021-10-27,4827.53
2021-10-28,4827.43
2021-10-29,4903.53
2021-10-30,4903.53
2021-10-31,4903.53
2021-11-01,4903.53
2021-11-02,4963.93
2021-11-03,5088.14
2021-11-04,5096.7
2021-11-05,5192.01
2021-11-06,5192.01
2021-11-07,5192.01
2021-11-08,5252.87
2021-11-09,5257.95
2021-11-10,5269.12
2021-11-11,5387.33
2021-11-12,5387.33
2021-11-13,5387.33
2021-11-14,5387.33
2021-11-15,5577.51
2021-11-16,5540.27
2021-11-17,5578.63
2021-11-18,5577.69
2021-11-19,5440.89
2021-11-20,5440.89
2021-11-21,5440.89
2021-11-22,5434.69
2021-11-23,5440.89
2021-11-24,5440.89
2021-11-25,5440.89
2021-11-26,5433.44
2021-11-27,5433.44
2021-11-28,5433.44
2021-11-29,5352.41
2021-11-30,5356.41
2021-12-01,5356.41
2021-12-02,5408.44
2021-12-03,5409.13
2021-12-04,5409.13
2021-12-05,5409.13
2021-12-06,5438.17
2021-12-07,5445.62
2021-12-08,5445.62
2021-12-09,5590.72
2021-12-10,5590.72
2021-12-11,5590.72
2021-12-12,5590.72
2021-12-13,5590.72
2021-12-14,5624.74
2021-12-15,5649.63
2021-12-16,5828.85
2021-12-17,5797.57
2021-12-18,5797.57
2021-12-19,5797.57
2021-12-20,5797.57
2021-12-21,5794.82
2021-12-22,5794.82
2021-12-23,5787.37
2021-12-24,5844.45
2021-12-25,5844.45
2021-12-26,5844.45
2021-12-27,5844.45
2021-12-28,5844.45
2021-12-29,5954.82
2021-12-30,5954.82
2021-12-31,6059.68
2022-01-01,6059.68
2022-01-02,6059.68
2022-01-03,6059.68
2022-01-04,6062.99
2022-01-05,6062.99
2022-01-06,6218.49
2022-01-07,6219.27
2022-01-08,6219.27
2022-01-09,6219.27
2022-01-10,6264.98
2022-01-11,6258.36
2022-01-12,6264.98
2022-01-13,6264.98
2022-01-14,6264.98
2022-01-15,6264.98
2022-01-16,6264.98
2022-01-17,6264.98
2022-01-18,6297.92
2022-01-19,6282.65
2022-01-20,6143.69
2022-01-21,6143.69
2022-01-22,6143.69
2022-01-23,6143.69
2022-01-24,6083.86
2022-01-25,6100.22
2022-01-26,6103.94
2022-01-27,6015.46
2022-01-28,6013.8
2022-01-29,6013.8
2022-01-30,6013.8
2022-01-31,6013.8
2022-02-01,6358.58
2022-02-02,6416.86
2022-02-03,6359.56
2022-02-04,6361.91
2022-02-05,6361.91
2022-02-06,6361.91
2022-02-07,6476.52
2022-02-08,6444.46
2022-02-09,6448.18
2022-02-10,6434.39
2022-02-11,6434.39
2022-02-12,6434.39
2022-02-13,6434.39
2022-02-14,6386.82
2022-02-15,6383.1
2022-02-16,6384.17
2022-02-17,6511.13
2022-02-18,6333.44
2022-02-19,6333.44
2022-02-20,6333.44
2022-02-21,6587.14
2022-02-22,6584.76
2022-02-23,6407.9
2022-02-24,6419.57
2022-02-25,6435.06
2022-02-26,6435.06
2022-02-27,6435.06
2022-02-28,6473.63
2022-03-01,6473.63
2022-03-02,6490.13
2022-03-03,6486.31
2022-03-04,6486.31
2022-03-05,6486.31
2022-03-06,6486.31
2022-03-07,6631.41
2022-03-08,6631.41
2022-03-09,6676.69
2022-03-10,6672.97
2022-03-11,6672.97
2022-03-12,6672.97
2022-03-13,6672.97
2022-03-14,6669.93
2022-03-15,6655.95
2022-03-16,6638.59
2022-03-17,6651.19
2022-03-18,6651.19
2022-03-19,6651.19
2022-03-20,6651.19
2022-03-21,6734.62
2022-03-22,6850.37
2022-03-23,6850.18
2022-03-24,6849.49
2022-03-25,6850.18
2022-03-26,6850.18
2022-03-27,6850.18
2022-03-28,6842.81
2022-03-29,6845.8
2022-03-30,6846.95
2022-03-31,6847.5
2022-04-01,6847.5
2022-04-02,6847.5
2022-04-03,6847.5
2022-04-04,6870.33
2022-04-05,6912.98
2022-04-06,6932.87
2022-04-07,6932.87
2022-04-08,6973.4
2022-04-09,6973.4
2022-04-10,6973.4
2022-04-11,6958.22
2022-04-12,6965.89
2022-04-13,7009.13
2022-04-14,7007.36
2022-04-15,7007.36
2022-04-16,7007.36
2022-04-17,7007.36
2022-04-18,7007.36
2022-04-19,6983.71
2022-04-20,6959.86
2022-04-21,6973.96
2022-04-22,6973.96
2022-04-23,6973.96
2022-04-24,6973.96
2022-04-25,6926.8
2022-04-26,6926.8
2022-04-27,6928.11
2022-04-28,6928.11
2022-04-29,6924.34
2022-04-30,6924.34
2022-05-01,6924.34
2022-05-02,6924.34
2022-05-03,6845.6
2022-05-04,6701.62
2022-05-05,6727.88
2022-05-06,6721.9
2022-05-07,6721.9
2022-05-08,6721.9
2022-05-09,6769.74
2022-05-10,6807.99
2022-05-11,6778.13
2022-05-12,6778.13
2022-05-13,6811.08
2022-05-14,6811.08
2022-05-15,6811.08
2022-05-16,6811.08
2022-05-17,6781.47
2022-05-18,6783.02
2022-05-19,6786.85
2022-05-20,6786.85
2022-05-21,6786.85
2022-05-22,6786.85
2022-05-23,6786.85
2022-05-24,6791.56
2022-05-25,6791.56
2022-05-26,6787.73
2022-05-27,6787.73
2022-05-28,6787.73
2022-05-29,6787.73
2022-05-30,6799.03
2022-05-31,6799.03
2022-06-01,6802.76
2022-06-02,6802.76
2022-06-03,6802.76
2022-06-04,6802.76
2022-06-05,6802.76
2022-06-06,6801.0
2022-06-07,6814.34
2022-06-08,6811.02
2022-06-09,6811.02
2022-06-10,6794.44
2022-06-11,6839.34
2022-06-12,6839.34
2022-06-13,6839.34
2022-06-14,6839.34
2022-06-15,6842.65
2022-06-16,6842.65
2022-06-17,6842.65
2022-06-18,6842.65
2022-06-19,6842.65
2022-06-20,6843.11
2022-06-21,6843.11
2022-06-22,6839.38
2022-06-23,6843.79
2022-06-24,6843.79
2022-06-25,6843.79
2022-06-26,6843.79
2022-06-27,6855.04
2022-06-28,6851.21
2022-06-29,6851.21
2022-06-30,6854.12
2022-07-01,6854.12
2022-07-02,6854.12
2022-07-03,6854.12
2022-07-04,6854.12
2022-07-05,6854.12
2022-07-06,6884.04
2022-07-07,6867.59
2022-07-08,6864.68
2022-07-09,6864.68
2022-07-10,6864.68
2022-07-11,6865.86
2022-07-12,6865.86
2022-07-13,6865.86
2022-07-14,6867.01
2022-07-15,6868.39
2022-07-16,6868.39
2022-07-17,6868.39
2022-07-18,6875.99
2022-07-19,6878.29
2022-07-20,6877.18
2022-07-21,6888.26
2022-07-22,6888.26
2022-07-23,6888.26
2022-07-24,6888.26
2022-07-25,6884.94
2022-07-26,6890.06
2022-07-27,6887.17
2022-07-28,6892.98
2022-07-29,6889.66
2022-07-30,6889.66
2022-07-31,6889.66
2022-08-01,6889.66
2022-08-02,6892.98
2022-08-03,6909.55
2022-08-04,6913.0
2022-08-05,6916.74
2022-08-06,6916.74
2022-08-07,6916.74
2022-08-08,6937.39
2022-08-09,6937.39
2022-08-10,6949.35
2022-08-11,6963.78
2022-08-12,6960.46
2022-08-13,6960.46
2022-08-14,6960.46
2022-08-15,6982.98
2022-08-16,6987.91
2022-08-17,6995.47
2022-08-18,6995.47
2022-08-19,6998.79
2022-08-20,6998.79
2022-08-21,6998.79
2022-08-22,7006.26
2022-08-23,7010.41
2022-08-24,7012.48
2022-08-25,7007.09
2022-08-26,7014.75
2022-08-27,7014.75
2022-08-28,7014.75
2022-08-29,7014.06
2022-08-30,6987.25
2022-08-31,7017.34
2022-09-01,7013.48
2022-09-02,7043.67
2022-09-03,7043.67
2022-09-04,7043.67
2022-09-05,7043.9
2022-09-06,7058.61
2022-09-07,7058.84
2022-09-08,7056.22
2022-09-09,7058.84
2022-09-10,7058.84
2022-09-11,7058.84
2022-09-12,7058.84
2022-09-13,7057.08
2022-09-14,7058.84
2022-09-15,7144.03
2022-09-16,7211.23
2022-09-17,7211.23
2022-09-18,7211.23
2022-09-19,7211.23
2022-09-20,7211.27
2022-09-21,7210.58
2022-09-22,7224.64
2022-09-23,7258.5
2022-09-24,7258.5
2022-09-25,7258.5
2022-09-26,7275.08
2022-09-27,7341.42
2022-09-28,7338.69
2022-09-29,7345.33
2022-09-30,7342.44
2022-10-01,7342.44
2022-10-02,7342.44
2022-10-03,7342.44
2022-10-04,7342.45
2022-10-05,7342.46
2022-10-06,7342.47
2022-10-07,7342.48
2022-10-08,7342.49
2022-10-09,7342.51
2022-10-10,7342.51
2022-10-11,7342.52
2022-10-12,7342.53
2022-10-13,7342.54
2022-10-14,7342.55
2022-10-15,7342.56
2022-10-16,7342.57
2022-10-17,7342.58
2022-10-18,7342.59
2022-10-19,7342.59
2022-10-20,7342.61
2022-10-21,7342.62
2022-10-22,7342.63
2022-10-23,7342.64
2022-10-24,7342.65
2022-10-25,7342.66
2022-10-26,7342.67
2022-10-27,7342.68
2022-10-28,7342.69
2022-10-29,7342.69
2022-10-30,7342.71
2022-10-31,7342.72
2022-11-01,7233.54
2022-11-02,7233.54
2022-11-03,7233.54
2022-11-04,7233.54
2022-11-05,7233.54
2022-11-06,7233.54
2022-11-07,7219.48
2022-11-08,7181.18
2022-11-09,7219.48
2022-11-10,7218.79
2022-11-11,7218.79
2022-11-12,7218.79
2022-11-13,7251.95
2022-11-14,7251.95
2022-11-15,7251.95
2022-11-16,7255.4
2022-11-17,7171.15
2022-11-18,7171.15
2022-11-19,7171.15
2022-11-20,7164.46
2022-11-21,7167.78
2022-11-22,7164.84
2022-11-23,7161.33
2022-11-24,7172.82
2022-11-25,7172.82
2022-11-26,7172.82
2022-11-27,7098.57
2022-11-28,7340.28
2022-11-29,7251.95
2022-11-30,7284.75
2022-12-01,7249.67
2022-12-02,7344.32
2022-12-03,7344.32
2022-12-04,7344.32
2022-12-05,7341.92
2022-12-06,7337.91
2022-12-07,7336.76
2022-12-08,7336.59
2022-12-09,7336.59
2022-12-10,7336.59
2022-12-11,7336.59
2022-12-12,7336.59
2022-12-13,7310.46
2022-12-14,7336.59
2022-12-15,7340.6
2022-12-16,7337.28
2022-12-17,7337.28
2022-12-18,7337.28
2022-12-19,7337.28
2022-12-20,7337.28
2022-12-21,7337.28
2022-12-22,7337.28
2022-12-23,7337.28
2022-12-24,7337.28
2022-12-25,7337.28
2022-12-26,7337.28
2022-12-27,7337.97
2022-12-28,7337.28
2022-12-29,7337.97
2022-12-30,7337.79
2022-12-31,7337.79
2023-01-01,7337.79
2023-01-02,7337.79
2023-01-03,7337.79
2023-01-04,7337.79
2023-01-05,7355.71
2023-01-06,7355.71
2023-01-07,7355.71
2023-01-08,7355.71
2023-01-09,7356.97
2023-01-10,7356.97
2023-01-11,7272.72
2023-01-12,7271.46
2023-01-13,7233.16
2023-01-14,7233.16
2023-01-15,7233.16
2023-01-16,7225.7
2023-01-17,7233.16
2023-01-18,7225.7
2023-01-19,7233.16
2023-01-20,7233.16
2023-01-21,7233.16
2023-01-22,7233.16
2023-01-23,7233.16
2023-01-24,7233.16
2023-01-25,7233.16
2023-01-26,7226.68
2023-01-27,7222.94
2023-01-28,7222.94
2023-01-29,7222.94
2023-01-30,7222.94
2023-01-31,7217.75
2023-02-01,7256.19
2023-02-02,7262.83
2023-02-03,7226.74
2023-02-04,7226.74
2023-02-05,7226.74
2023-02-06,7226.74
2023-02-07,7229.99
2023-02-08,7233.82
2023-02-09,7166.65
2023-02-10,7200.43
2023-02-11,7200.43
2023-02-12,7200.43
2023-02-13,7201.12
2023-02-14,7201.12
2023-02-15,7241.41
2023-02-16,7261.31
2023-02-17,7211.56
2023-02-18,7211.56
2023-02-19,7211.56
2023-02-20,7207.82
2023-02-21,7257.57
2023-02-22,7261.31
2023-02-23,7213.94
2023-02-24,7249.62
2023-02-25,7249.62
2023-02-26,7249.62
2023-02-27,7249.62
2023-02-28,7249.62
2023-03-01,7262.89
2023-03-02,7347.93
2023-03-03,7348.99
2023-03-04,7348.99
2023-03-05,7348.99
2023-03-06,7343.24
2023-03-07,7227.17
2023-03-08,7227.17
2023-03-09,7227.17
2023-03-10,7227.17
2023-03-11,7227.17
2023-03-12,7227.17
2023-03-13,7227.17
2023-03-14,7265.46
2023-03-15,7326.74
2023-03-16,7326.09
2023-03-17,7341.41
2023-03-18,7341.41
2023-03-19,7341.41
2023-03-20,7341.87
2023-03-21,7303.57
2023-03-22,7265.27
2023-03-23,7239.32
2023-03-24,7285.09
2023-03-25,7285.09
2023-03-26,7285.09
2023-03-27,7362.24
2023-03-28,7761.51
2023-03-29,7761.51
2023-03-30,7838.1
2023-03-31,7838.1
2023-04-01,7838.1
2023-04-02,7838.1
2023-04-03,7921.02
2023-04-04,7922.17
2023-04-05,7922.17
2023-04-06,7922.17
2023-04-07,7922.17
2023-04-08,7922.17
2023-04-09,7922.17
2023-04-10,7922.17
2023-04-11,7922.17
2023-04-12,7922.17
2023-04-13,7939.4
2023-04-14,7985.36
2023-04-15,7985.36
2023-04-16,7985.36
2023-04-17,7985.36
2023-04-18,7987.89
2023-04-19,7987.89
2023-04-20,8021.24
2023-04-21,8021.24
2023-04-22,8021.24
2023-04-23,8021.24
2023-04-24,8019.86
2023-04-25,8031.2
2023-04-26,8018.8
2023-04-27,8018.8
2023-04-28,8018.8
2023-04-29,8018.8
2023-04-30,8018.8
2023-05-01,8018.8
2023-05-02,8018.8
2023-05-03,8095.4
2023-05-04,8095.4
2023-05-05,8095.4
2023-05-06,8095.4
2023-05-07,8095.4
2023-05-08,8150.79
2023-05-09,8150.79
2023-05-10,8150.79
2023-05-11,8150.79
2023-05-12,8150.79
2023-05-13,8150.79
2023-05-14,8150.79
2023-05-15,8150.79
2023-05-16,8150.79
2023-05-17,8150.79
2023-05-18,8154.62
2023-05-19,8171.21
2023-05-20,8171.21
2023-05-21,8171.21
2023-05-22,8150.79
2023-05-23,8150.79
2023-05-24,8150.79
2023-05-25,8150.79
2023-05-26,8147.06
2023-05-27,8147.06
2023-05-28,8147.06
2023-05-29,8147.06
2023-05-30,8189.09
2023-05-31,8242.08
2023-06-01,8234.42
2023-06-02,8234.48
2023-06-03,8234.48
2023-06-04,8234.48
2023-06-05,8188.98
2023-06-06,8188.98
2023-06-07,8188.98
2023-06-08,8188.98
2023-06-09,8188.98
2023-06-10,8188.98
2023-06-11,8188.98
2023-06-12,8188.98
2023-06-13,8188.98
2023-06-14,8234.48
2023-06-15,8235.0
2023-06-16,8235.0
2023-06-17,8235.0
2023-06-18,8235.0
2023-06-19,8235.0
2023-06-20,8235.0
2023-06-21,8236.96
2023-06-22,8236.96
2023-06-23,8236.96
2023-06-24,8236.96
2023-06-25,8236.96
2023-06-26,8240.79
2023-06-27,8226.11
2023-06-28,8222.28
2023-06-29,8248.06
2023-06-30,8238.86
2023-07-01,8238.86
2023-07-02,8238.86
2023-07-03,8238.86
2023-07-04,8238.86
2023-07-05,8238.86
2023-07-06,8231.57
2023-07-07,8231.98
2023-07-08,8231.98
2023-07-09,8231.98
2023-07-10,8228.25
2023-07-11,8228.25
2023-07-12,8228.3
2023-07-13,8228.3
2023-07-14,8227.61
2023-07-15,8227.61
2023-07-16,8227.61
2023-07-17,8227.61
2023-07-18,8230.89
2023-07-19,8230.89
2023-07-20,8230.89
2023-07-21,8229.51
2023-07-22,8229.51
2023-07-23,8229.51
2023-07-24,8222.74
2023-07-25,8225.59
2023-07-26,8224.21
2023-07-27,8367.33
2023-07-28,8361.81
2023-07-29,8361.81
2023-07-30,8361.81
2023-07-31,8361.81
2023-08-01,8365.8
2023-08-02,8362.07
2023-08-03,8365.8
2023-08-04,8365.8
2023-08-05,8365.8
2023-08-06,8365.8
2023-08-07,8365.8
2023-08-08,8369.53
2023-08-09,8373.27
2023-08-10,8373.27
2023-08-11,8373.27
2023-08-12,8373.27
2023-08-13,8373.27
2023-08-14,8552.0
2023-08-15,8552.0
2023-08-16,8696.51
2023-08-17,8695.59
2023-08-18,8698.86
2023-08-19,8698.86
2023-08-20,8698.86
2023-08-21,8692.23
2023-08-22,8698.86
2023-08-23,8698.86
2023-08-24,8691.95
2023-08-25,8691.95
2023-08-26,8691.95
2023-08-27,8691.95
2023-08-28,8705.12
2023-08-29,8701.8
2023-08-30,8707.01
2023-08-31,8704.63
2023-09-01,8700.04
2023-09-02,8700.04
2023-09-03,8700.04
2023-09-04,8707.5
2023-09-05,8707.5
2023-09-06,9043.5
2023-09-07,9114.43
2023-09-08,9114.43
2023-09-09,9114.43
2023-09-10,9114.43
2023-09-11,9144.29
2023-09-12,9153.83
2023-09-13,9157.56
2023-09-14,9153.83
2023-09-15,9153.83
2023-09-16,9153.83
2023-09-17,9153.83
2023-09-18,9168.76
2023-09-19,9161.3
2023-09-20,9235.39
2023-09-21,9235.39
2023-09-22,9235.39
2023-09-23,9235.39
2023-09-24,9235.39
2023-09-25,9282.97
2023-09-26,9247.26
2023-09-27,9246.53
2023-09-28,9280.85
2023-09-29,9313.3
2023-09-30,9313.3
2023-10-01,9313.3
2023-10-02,9343.98
2023-10-03,9354.66
2023-10-04,9354.66
2023-10-05,9354.66
2023-10-06,9354.66
2023-10-07,9354.66
2023-10-08,9354.66
2023-10-09,9414.37
2023-10-10,9414.37
2023-10-11,9523.07
2023-10-12,9556.66
2023-10-13,9549.66
2023-10-14,9549.66
2023-10-15,9549.66
2023-10-16,9549.66
2023-10-17,9661.65
2023-10-18,9661.65
2023-10-19,9768.81
2023-10-20,9768.81
2023-10-21,9768.81
2023-10-22,9768.81
2023-10-23,9915.37
2023-10-24,9915.37
2023-10-25,9915.37
2023-10-26,9917.12
2023-10-27,9917.12
2023-10-28,9917.12
2023-10-29,9917.12
2023-10-30,9917.12
2023-10-31,9920.86
2023-11-01,9920.86
2023-11-02,9920.86
2023-11-03,9917.12
2023-11-04,9917.12
2023-11-05,9917.12
2023-11-06,9917.12
2023-11-07,9917.12
2023-11-08,9917.12
2023-11-09,10277.03
2023-11-10,10713.4
2023-11-11,10713.4
2023-11-12,10713.4
2023-11-13,10713.31
2023-11-14,10713.31
2023-11-15,10713.31
2023-11-16,10709.57
2023-11-17,10709.57
2023-11-18,10709.57
2023-11-19,10709.57
2023-11-20,10709.96
2023-11-21,10709.96
2023-11-22,10709.96
2023-11-23,10706.23
2023-11-24,10706.23
2023-11-25,10706.23
2023-11-26,10706.23
2023-11-27,10851.69
2023-11-28,10993.41
2023-11-29,10989.68
2023-11-30,10900.12
2023-12-01,10989.68
2023-12-02,10989.68
2023-12-03,10989.68
2023-12-04,11135.13
2023-12-05,11120.2
2023-12-06,11116.47
2023-12-07,11112.73
2023-12-08,11109.0
2023-12-09,11109.0
2023-12-10,11109.0
2023-12-11,11000.01
2023-12-12,10941.15
2023-12-13,10855.28
2023-12-14,10841.86
2023-12-15,10838.13
2023-12-16,10838.13
2023-12-17,10838.13
2023-12-18,10830.66
2023-12-19,10829.97
2023-12-20,10828.18
2023-12-21,10828.87
2023-12-22,10828.18
2023-12-23,10828.18
2023-12-24,10828.18
2023-12-25,10828.18
2023-12-26,10712.45
2023-12-27,10828.18
2023-12-28,10828.18
2023-12-29,10828.18
2023-12-30,10828.18
2023-12-31,10828.18
2024-01-01,10828.18
2024-01-02,10828.18
2024-01-03,10828.18
2024-01-04,10827.49
2024-01-05,10822.71
2024-01-06,10822.71
2024-01-07,10822.71
2024-01-08,10822.71
2024-01-09,10849.52
2024-01-10,10853.54
2024-01-11,10904.67
2024-01-12,10885.52
2024-01-13,10885.52
2024-01-14,10885.52
2024-01-15,10904.8
2024-01-16,10897.77
2024-01-17,10897.77
2024-01-18,10897.77
2024-01-19,10897.77
2024-01-20,10897.77
2024-01-21,10897.77
2024-01-22,10890.31
2024-01-23,10897.77
2024-01-24,10932.71
2024-01-25,10938.45
2024-01-26,10951.72
2024-01-27,10951.72
2024-01-28,10951.72
2024-01-29,10951.72
2024-01-30,11145.39
2024-01-31,11171.71
2024-02-01,11210.91
2024-02-02,11199.58
2024-02-03,11199.58
2024-02-04,11199.58
2024-02-05,11210.97
2024-02-06,11339.81
2024-02-07,11377.15
2024-02-08,11287.26
2024-02-09,11293.89
2024-02-10,11293.89
2024-02-11,11293.89
2024-02-12,11260.79
2024-02-13,11303.01
2024-02-14,11306.75
2024-02-15,11301.22
2024-02-16,11401.95
2024-02-17,11401.95
2024-02-18,11401.95
2024-02-19,11463.13
2024-02-20,11685.87
2024-02-21,11685.87
2024-02-22,11693.53
2024-02-23,11693.44
2024-02-24,11693.44
2024-02-25,11693.44
2024-02-26,11692.74
2024-02-27,11879.24
2024-02-28,11909.22
2024-02-29,12071.82
2024-03-01,12131.55
2024-03-02,12131.55
2024-03-03,12131.55
2024-03-04,12150.01
2024-03-05,12382.01
2024-03-06,12376.66
2024-03-07,12416.3
2024-03-08,12416.3
2024-03-09,12416.3
2024-03-10,12416.3
2024-03-11,12443.67
2024-03-12,12443.67
2024-03-13,12439.52
2024-03-14,12450.72
2024-03-15,12510.42
2024-03-16,12510.42
2024-03-17,12510.42
2024-03-18,12527.42
2024-03-19,12523.69
2024-03-20,12523.26
2024-03-21,12569.71
2024-03-22,12517.96
2024-03-23,12517.96
2024-03-24,12517.96
2024-03-25,12517.27
2024-03-26,12690.33
2024-03-27,12741.87
2024-03-28,12703.03
2024-03-29,12703.03
2024-03-30,12703.03
2024-03-31,12703.03
2024-04-01,12703.03
2024-04-02,12759.35
2024-04-03,12766.69
2024-04-04,12806.99
2024-04-05,12777.61
2024-04-06,12777.61
2024-04-07,12777.61
2024-04-08,12762.75
2024-04-09,12769.61
2024-04-10,12746.62
2024-04-11,12766.68
2024-04-12,12770.3
2024-04-13,12770.3
2024-04-14,12770.3
2024-04-15,12766.68
2024-04-16,12766.68
2024-04-17,12773.56
2024-04-18,12859.52
2024-04-19,12848.56
2024-04-20,12848.56
2024-04-21,12848.56
2024-04-22,12847.22
2024-04-23,12860.75
2024-04-24,12860.75
2024-04-25,12850.34
2024-04-26,12849.36
2024-04-27,12849.36
2024-04-28,12849.36
2024-04-29,12849.36
2024-04-30,12853.08
2024-05-01,12853.08
2024-05-02,12850.78
2024-05-03,12689.34
2024-05-04,12689.34
2024-05-05,12689.34
2024-05-06,12856.09
2024-05-07,12850.1
2024-05-08,12844.19
2024-05-09,12862.47
2024-05-10,12863.81
2024-05-11,12863.81
2024-05-12,12863.81
2024-05-13,12857.83
2024-05-14,12862.23
2024-05-15,12862.47
